review_id,target,prediction,rouge-1,rouge-2,rouge-L,bert_score
CD001035,,"There is insufficient evidence to support the use of lumbar spine radiography as a diagnostic test for the diagnosis of vertebral fracture, possible infection, or the prevalence of serious pathology in patients presenting to primary care for acute LBP.",0.0,0.0,0.0,0.0
CD008148,,"This review provides some evidence that the beta 1-receptor-selective blockade is an effective treatment for at least 50% increases in lung function in patients with moderate to severe airway obstruction compared with placebo. There is a need for further well designed, conducted and reported long-term randomised controlled trials to determine the effect of this drug on airway obstruction.",0.0,0.0,0.0,0.0
CD001829,,There is insufficient evidence to support the routine use of any of the commonly used prophylactic interventions for the treatment of DVT after acute ischemic stroke.,0.0,0.0,0.0,0.0
CD010245,,"There is insufficient evidence to support the effectiveness of relaxation training for reducing the levels of stress in certain types of health professionals. There is a need for more high quality, well-designed RCTs that test relaxation training as a means of reducing self-reported stress levels in health professionals, and that larger studies that compare relaxation training with other types of care are needed. More research is needed to identify the best relaxation training approach for health professionals and to identify which types of relaxation are the most effective, safe and effective strategy for improving self-perceived health status for nurses and health professionals' satisfaction.",0.0,0.0,0.0,0.0
CD009510,,"There is no evidence to support the routine use of alpha-blockers to reduce the risk of recurrence of syncope in patients with a positive head-up tilt test. There is a need for more high quality, adequately powered, well-designed randomised controlled trials with long-term follow up.",0.0,0.0,0.0,0.0
CD006244,,"There is insufficient evidence to support the use of alpha-tocopherol as a treatment for the treatment of HD. There is a need for more high quality, well-designed randomised controlled trials with adequate numbers of participants, placebo-controlled studies, and long-term follow-up periods that assess the effect of alpha on functional capacity and general motor function in patients with HD.",0.0,0.0,0.0,0.0
CD002943,,"There is insufficient evidence to support progesterone as luteal support in women undergoing ART cycles to reduce the risk of OHSS and clinical pregnancy rates. However, there is no evidence of a difference in live birth rates between these two progesterone protocols.",0.0,0.0,0.0,0.0
CD004464,,"There is insufficient evidence to support the use of abdominal decompression as a treatment for pre-eclampsia. A randomised controlled trial of longer duration of follow-up may be justified.
[Note: The six citations in the awaiting classification section of the review may alter the conclusions of the original review once assessed.]",0.0,0.0,0.0,0.0
CD005123,,"Acupuncture administered after spontaneous rupture of membranes at term significantly reduces the time elapsed from the time to delivery and the length of induction of labour in nulliparous women with a singleton assisted Bishop scores of less than 7. Acupuncture may be beneficial for women with active labour, but the clinical significance of this is unclear. There is insufficient evidence to support or refute the use of acupuncture as a pharmacological agent to reduce the initiation of labour. Acupuncture should not be used outside randomised clinical trials.
[Note: The four citations in the awaiting classification section of the review may alter the conclusions of generic review once assessed.]",0.0,0.0,0.0,0.0
CD004323,,"There is insufficient evidence from randomised controlled trials to determine whether Ginkgo biloba is beneficial or harmful for treatment of patients with tinnitus. There is a need for high quality, well designed RCTs that compare Ginkgo biloba with other forms of treatment for patients with dementia and that it is not possible to determine which patients benefit from this treatment.
[Note: The six citations in the awaiting classification section of the review may alter the conclusions of the original review once assessed.]",0.0,0.0,0.0,0.0
CD009779,,"There is insufficient evidence to support or refute the routine use of calcitonin in the treatment of giant cellTooth. However, there is a need for high quality, well-designed, adequately powered randomised controlled clinical trials with long-term follow up to assess the effects of calcitonin treatment on tumour volume and tumour response in patients with giant cellantia.",0.0,0.0,0.0,0.0
CD000332,,"There is no evidence to support the use of cyproterone acetate in the treatment of acne vulgaris. There is a need for more high quality, adequately powered, well-designed randomised controlled trials with long-term surveillance that compare the effectiveness and safety of this combined oral contraceptive with those of other oral contraceptives.",0.0,0.0,0.0,0.0
CD000201,,"Aliskiren is an effective dose-response drug for the treatment of blood pressure lowering reductions in patients with hypertension. The BP lowering effect of once-daily oral renin inhibitors has not been shown to be similar to that of placebo in the long-term, although there was no statistically significant difference between groups in the incidence of adverse events.",0.0,0.0,0.0,0.0
CD004228,,"Off-pump bypass surgery is associated with a higher incidence of graft occlusion and a lower incidence of major adverse cardiac and cerebrovascular events; however, the quality of the evidence was very low for all-cause mortality and a higher risk of major morbidity. There was no evidence of a difference in the length of hospital stay between off-pump and on-pump operations. There is a need for further high quality randomised controlled trials with long-term follow up to determine the optimal type and duration of surgery.",0.0,0.0,0.0,0.0
CD004764,,There is insufficient evidence to support or refute the use of follow-up after primary surgery for colorectal cancer. Large multi-centre randomised controlled trials with long-term follow up are needed to determine the relative benefits and harms of this intervention.,0.0,0.0,0.0,0.0
CD007539,,"There is insufficient evidence to support the use of cognitive rehabilitation for people with Alzheimer's disease. There is some evidence that cognitive rehabilitation has a positive effect on cognition, memory, mood and mood-related quality of life, but it is unclear what is the most effective treatment for these people. More high quality, well-designed and reported RCTs are needed to confirm or refute the effectiveness of these interventions.",0.0,0.0,0.0,0.0
CD005030,,"This review provides some evidence that multidisciplinary nursing programmes to increase patients' pain control for post-surgical women with cancer can be effective. However, it is not clear which type of nursing programmes is most effective. There is a need for more high quality, adequately powered, well-designed randomised controlled trials with long-term follow up to determine the effectiveness of these interventions. More research is needed to identify the best way to improve the evidence base for the management of cancer pain.",0.0,0.0,0.0,0.0
CD004001,,"There is insufficient evidence to support the use of systemic or low-dose thrombolysis for the treatment of acute VTE. There is a need for more high quality, adequately powered, randomised controlled trials with long-term follow up to determine which patients are most likely to benefit from this treatment.",0.0,0.0,0.0,0.0
CD000301,,"There is insufficient evidence to support the use of propofol for the treatment of RSE. A large scale RCT conducted over a greater period of time is needed to determine whether propofol is superior to placebo in terms of reducing the frequency and severity of status epilepticus. Further well-designed, adequately powered RCTs are needed to assess the effectiveness and safety of propofol as a treatment for RSE in adults. Such trials should be reported according to the CONSORT guidelines (www.consort-statement.org/).
[Note: The four citations in the awaiting classification section of the review may alter the conclusions of the original review once assessed.]",0.0,0.0,0.0,0.0
CD009401,,"The results of this review support routine use of antibiotics in the treatment of women in preterm labour with intact membranes to reduce the risk of neonatal mortality and neonatal infectious morbidity. Antibiotic treatment had no significant effect on the rate of neonatal sepsis, preterm birth or preterm birth weight when compared with placebo.",0.0,0.0,0.0,0.0
CD001076,,"This review provides some evidence to support the routine use of tacrolimus for treating remission in children with steroid-resistant FSGS. There is insufficient evidence to determine which patients benefit from this treatment and which type of therapy with tacrolimus is most effective and safe than with oral or intravenous steroids. The available data do not allow us to draw firm conclusions about the effect of tacrolimus on patient-important outcomes. Further well-designed, adequately powered randomised controlled trials are required to determine whether there are any differences in efficacy or safety between tacrolimus and other anti-inflammatory drugs, or other steroids, for patients with steroid resistant or mesangioproliferative glomerulonephritis.",0.0,0.0,0.0,0.0
CD006429,,"Until limited data do not support the routine use of nifedipine for treating women with threatened preterm labour. There is insufficient evidence to determine whether nifedipine is more effective than betasympathicomimetic drugs as a tocolytic treatment for preventing preterm labour, and there is some evidence that it is associated with fewer maternal side-effects.
[Note: The 23 citations in the awaiting classification section of the review may alter the conclusions of this review once assessed.]",0.0,0.0,0.0,0.0
CD000527,,"There is currently no evidence to support the use of oral tartrazine oral challenge to reduce the risk of lung function in patients with chronic asthma. However, there is insufficient evidence to determine which method of action is most effective and efficient for the management of these patients. Further well-designed, high quality randomised controlled trials are needed to assess the effect of this intervention on lung function and quality of life in asthmatic patients.
[Note: The six citations in the awaiting classification section of the review may alter the conclusions of the new review once assessed.]",0.0,0.0,0.0,0.0
CD008250,,"There is insufficient evidence to determine which methods of surgical intervention are the most appropriate for the treatment of TMJ osteoarthrosis and internal derangement. Further well-designed, adequately powered randomised controlled trials are required to confirm or refute these findings.",0.0,0.0,0.0,0.0
CD001158,,"There is insufficient evidence to support or refute the use of indomethacin as a treatment for people with Alzheimer's disease. Further well-designed, large scale, double-blind, placebo-controlled RCTs are needed to assess the effect of indomethacin on long-term cognitive function.",0.0,0.0,0.0,0.0
CD003808,,"There is insufficient evidence from randomised controlled trials to support the use of silver foam dressings to promote the healing of venous leg ulcers in the short term. There is a need for well-designed, adequately powered, multicentre, multicentre randomised clinical trials with long-term follow up to determine whether the degree is more effective than other types of wound healing dressing.
[Note: The 23 citations in the awaiting classification section of the review may alter the conclusions of the original review once assessed.]",0.0,0.0,0.0,0.0
CD007360,,There is insufficient evidence to support or refute the use of alfacalcidol for treating glucocorticoid-induced osteopenia patients with RA.,0.0,0.0,0.0,0.0
CD002192,,"There is insufficient evidence to support the routine use of adding a porous components to fixation of the tibial component for total knee replacement. There is a need for more well designed, adequately powered, high quality randomised controlled trials with long-term follow up to determine which components of porous components are the most appropriate for different types of fixation.",0.0,0.0,0.0,0.0
CD005326,,"This review found no evidence to support the use of amiloride for the treatment of infective exacerbations associated with cystic fibrosis. However, the small number of participants included in the studies and the small sample sizes limit the usefulness of this review. Amiloride appears to have a beneficial effect on FEV1 in the short term but not in the longer term treatment period. Since nebulised amiloride has been shown to reduce infective exacerbations in cystic fibrosis, further trials are needed to assess its benefits and harms.",0.0,0.0,0.0,0.0
CD001242,,"There is some evidence that automated protocols to achieve reducing the rate of reintubation after extubation failure in mechanically ventilated asthmatics and adult patients reduce the number of days of weaning durations within 48 hrs of time. There is a need for further well designed, conducted and reported randomised trials that evaluate the effect of automated protocols on the duration of mechanical ventilation and the incidence of post-extubation complications.",0.0,0.0,0.0,0.0
CD006613,,"Evidence suggests that PEP mask therapy is an acceptable and effective alternative to other airway clearance techniques to improve lung function in people with cystic fibrosis, but the clinical significance of this is unclear. There is a need for more high quality randomised controlled trials investigating the long-term effects of different types of mask techniques on lung function, sputum production, symptom scores and quality of life.",0.0,0.0,0.0,0.0
CD003989,,"Calcium supplementation during pregnancy reduces the risk of pre-eclampsia and preterm birth in healthy women. However, there was no evidence of a difference in maternal morbidity, maternal mortality or neonatal mortality when compared to placebo. There was no significant difference in neonatal outcome between women with calcium and placebo, and there was a non-significant trend towards a reduction in early preterm birth.
[Note: The 17 citations in the awaiting classification section of the review may alter the conclusions of the original review once assessed.]",0.0,0.0,0.0,0.0
CD000164,,"There is insufficient evidence to support the routine use of influenza vaccine as a strategy to reduce the risk of zoster in high-risk populations. There is a need for more high quality, adequately powered, well-designed randomised controlled trials with adequate numbers of patients.",0.0,0.0,0.0,0.0
CD001950,,"The available evidence suggests that antidepressants are more effective than placebo in the acute treatment of major depressive disorder for preventing adverse events, including nausea, dry mouth, vomiting, endocrine, and irritability. Adverse events occurred more frequently among duloxetine-treated patients than placebo, but with a number needed to treat for less than 100 mg/day. There is no evidence to suggest that duloxetine is associated with better or worse efficacy than other antidepressants in terms of lower rates of discontinuation due to adverse events; efficacy end-points did not reach significance based on the global F test for controlling completed the acute phase of treatment.",0.0,0.0,0.0,0.0
CD009882,,"There is no evidence to support the routine use of sertindole in the treatment of schizophrenia. There is a need for more high quality, well conducted and reported long-term randomised controlled trials with sufficient number of participants to determine the safety and efficacy of sertindole for people with schizophrenia.",0.0,0.0,0.0,0.0
CD003277,,"This review provides some evidence that prednisolone pre-treatment is more effective than interferon alpha alone for the treatment of hepatitis B e antigen in children and young people. However, there is insufficient evidence to support or refute the use of this drug over interferon alone. There is a need for more high quality, adequately powered, well-designed randomised controlled trials with long-term follow up to determine which patients are most likely to benefit from this treatment.",0.0,0.0,0.0,0.0
CD008987,,"The results of this review do not provide sufficient evidence to support or refute the use of ceftazidime as a first-line antibiotic for neonatal sepsis and infections in neonates. Ceftazidime plus clavulanic acid may be effective in reducing neonatal mortality and late neonatal infections, but it is unclear if penicillin and gentamicin are used as a broad-spectrum antibiotic for these infections. There is a need for well designed, conducted and reported randomised clinical trials with adequate numbers of neonates that evaluate the effect of beta-blockers compared to standard antibiotic regimes.",0.0,0.0,0.0,0.0
CD002969,,There is insufficient evidence from randomised controlled trials to support the routine use of peripherally inserted PN in neonates with very low birthweight. There is no clear evidence that PN using CVC reduces the number of painful IV procedures and the length of intensive care stay in the neonatal intensive care unit. Further well-designed randomised trials are required to determine the relative effectiveness of this intervention in neonates.,0.0,0.0,0.0,0.0
CD004389,,"There is some evidence that school based safety interventions can reduce the incidence and severity of burn injuries in children and adolescents when compared to standard care. However, it is not clear whether they can be effective in improving safety practices. There is a need for further well designed, conducted and reported studies that evaluate the effectiveness of different types of safety interventions.
[Note: The three citations in the awaiting classification section of this review may alter the conclusions of the review once assessed.]",0.0,0.0,0.0,0.0
CD005556,,"Sodium valproate is an effective prophylactic treatment for migraine and is generally well tolerated. Adverse events were similar in the two groups treated with both valproate and placebo. There is insufficient evidence to determine which drugs are the most effective for the treatment of migraine, or for the long-term, safety and efficacy of these drugs.",0.0,0.0,0.0,0.0
CD007859,,"There is insufficient evidence from randomised controlled trials to determine whether any specific preparation is more effective than any other for preventing or treating post-surgical ablation in patients with differentiated thyroid cancer. There is a need for well designed, adequately powered, high quality randomised clinical trials with long-term follow up to determine the optimal preparation for postoperative ablation in low-risk patients.",0.0,0.0,0.0,0.0
CD005417,,"This review suggests that certain types of antiviral agents have been shown to reduce the risk of CMV disease after kidney transplantation. Cytomegalovirus prophylaxis should be considered in high-risk recipients who are at risk for developing CMV disease, and who are prophylactically treated with routine use of routine anti-CD-3 therapy. In addition, there is insufficient evidence to support routine prophylaxis with other antiviral agents.",0.0,0.0,0.0,0.0
CD002863,,There is some evidence that the prevalence of aesthetically important dental fluorosis is low in children aged 7 years or more. There is no clear evidence that they may be associated with a higher level of exposure to fluoride exposure. Further research is needed to assess the relationship between different types of toothpaste and the prevalence and severity of dental fluorosis.,0.0,0.0,0.0,0.0
CD000954,,"The single dose of paracetamol 650 mg is an effective analgesic in moderate to severe postoperative pain, with comparable efficacy to that of paracetamol 1000 mg when compared to ibuprofen 650 mg. All three doses were commonly used for postoperative pain relief, but the clinical significance of this is unclear. The combination of paracetamol 400 mg and nifedipine 1000 mg did not differ significantly from that of acetaminophen 1000 mg for pain relief up to six hours after the onset of action. Ibuprofen 25 mg is more effective than nifedipine 400 mg, and is associated with fewer adverse effects than paracetamol 1,000 mg. There was no statistically significant difference in efficacy between the two doses in terms of duration of action, time to meaningful analgesia, patient satisfaction, quality of life and costs.",0.0,0.0,0.0,0.0
CD003833,,"There is some evidence to support the use of computer-based visual needs training as a supplement to standard therapy for certain types of vision restoration. However, it is not clear which type of training is the most effective for this purpose. There is a need for further high quality randomised controlled trials with long-term follow up to evaluate the effect of different types of training on vision restoration in people with vascular disease.",0.0,0.0,0.0,0.0
CD004386,,There is insufficient evidence to support or refute the use of D-penicillamine to prevent retinopathy of prematurity in treated infants.,0.0,0.0,0.0,0.0
CD005064,,"There is insufficient evidence from randomised controlled trials to support or refute the use of preoperative skin traction for the treatment of acute non-ST hip fractures. There is a need for more high quality, well-designed, adequately powered randomised clinical trials with long-term follow up to determine which patients are most likely to benefit from this intervention.",0.0,0.0,0.0,0.0
CD000126,,Primary abortion regimens using mifepristone and misoprostol can be used from two to four days after mifepristone for medical abortion up to 13 weeks of pregnancy; (ii) vaginal misoprostol is the preferred prostaglandin that has been associated with fewer failures than either vaginal or oral misoprostol. There is no evidence of a difference in effectiveness or safety between the two drugs.,0.0,0.0,0.0,0.0
CD006884,,This review provides some evidence that the choice of topical or oral steroids is more effective than topical or systemic steroids for the initial treatment of acute otitis externa in adults and children. The choice of antibiotics and steroids should be considered as standard treatment options for the treatment of this common and important clinical condition.,0.0,0.0,0.0,0.0
CD007592,,"There is insufficient evidence to support or refute the use of antibiotic prophylaxis for the treatment of acute traumatic pneumo forms. There is a need for more high quality, adequately powered, randomised clinical trials with long-term follow up to determine which patients are most likely to benefit from this treatment.",0.0,0.0,0.0,0.0
CD003236,,There is insufficient evidence to support the use of health promotion approaches to reduce eating disturbance and behaviour in young people. More research is needed on the long-term effects of these interventions.,0.0,0.0,0.0,0.0
CD002279,,"In preterm infants with chronic lung disease, nebulised and intravenous frusemide did not result in a statistically significant decrease in the likelihood of airway resistance. There is no clear evidence that nebulised or intravenous frusemide improves pulmonary function for up to two hours after its administration. More research is needed to assess the effect of nebulised or inhaled frusemide on airway resistance and pulmonary mechanics in ventilated preterm infants.",0.0,0.0,0.0,0.0
CD008228,,"There is no evidence to support the routine use of sibling in patients with pre- and probiotics following liver transplantation to reduce mortality, morbidity or hospitalisation in the short-term post-operative bacterial infection rate. However, these findings should be interpreted with caution due to the small number of trials included in this review.",0.0,0.0,0.0,0.0
CD005179,,"There is insufficient evidence to support or refute the use of occupational therapy for patients with stroke and mobility. There is a need for more high quality, adequately powered, well-designed randomised controlled trials with long-term follow up.",0.0,0.0,0.0,0.0
CD000968,,"This review provides no convincing evidence that the combination of TAM and MPA is superior to TAM alone for treating women with advanced or recurrent endometrial cancer in terms of survival or progression-free survival. There is a need for more high quality, adequately powered, well-designed clinical trials with long-term follow up to determine the optimal timing and type of treatment for this condition.",0.0,0.0,0.0,0.0
CD007079,,There is insufficient evidence from randomised controlled trials to support or refute the use of any one intervention for the treatment of tetanus.,0.0,0.0,0.0,0.0
CD009662,,"Adult identity mentoring can be effective in reducing the onset of sexual behaviour in young children and adolescents, but there is insufficient evidence to support or refute its use. There is a need for further high-quality research into the effectiveness of these interventions, particularly when implemented in diverse communities.",0.0,0.0,0.0,0.0
CD001247,,"There is insufficient evidence to support the use of NCPAP as a treatment for RDS after extubation in very low birth weight infants. Further trials are needed to determine which NCPAP is the most effective repair for RDS and the optimal timing of synchronized ventilation.
[Note: The 13 citations in the awaiting classification section of the review may alter the conclusions of the original review once assessed.]",0.0,0.0,0.0,0.0
CD001546,,"This review provides some evidence that high-dose fentanyl versus low-dose opioid anaesthesia of epidural analgesia reduces the risk of episodic and late postoperative hypoxemia in patients undergoing elective coronary artery bypass grafting. However, there is insufficient evidence to determine which method of analgesia is the most effective, safe and effective in terms of reducing postoperative pain, myocardial ischaemia and patient satisfaction. These findings should be interpreted with caution due to the small number of studies included in this review and the small numbers of participants and participants included in the meta-analysis.",0.0,0.0,0.0,0.0
CD000093,,There is insufficient evidence to support the routine use of selenium supplements to reduce the risk of preterm birth and infant death among HIV-1 disease-infected pregnant women.,0.0,0.0,0.0,0.0
CD005343,,"Oral probiotics reduces the incidence of NEC and NEC (>or in very low birth weight neonates. However, there is insufficient evidence to support the routine use of probiotics as a supplement to enteral feeding in neonatal intensive care. There is no evidence to suggest that probiotics should be given to reducing NEC in preterm infants.
[Note: The 11 citations in the awaiting classification section of the review may alter the conclusions of the original review once assessed.]",0.0,0.0,0.0,0.0
CD004665,,There is insufficient evidence to support or refute the routine volume of fluid therapy after aneurysmal subarachnoid haemorrhage. Further well designed RCTs are required to determine whether or not fluid therapy reduces the risk of vasospasm after haemorrhage. There is a need for further high quality RCTs to investigate the role of fluid prophylaxis in preventing vasospasm in patients with either persistent or advanced haemorrhage.,0.0,0.0,0.0,0.0
CD004796,,"There is insufficient evidence to guide any recommendations for practice. Large, better designed studies are needed in order to evaluate the use of any effective intervention for preventing CHF and its complications.",0.0,0.0,0.0,0.0
CD009189,,"Evidence suggests that antifungal drugs are more effective than fluconazole or placebo for the treatment of oropharyngeal candidiasis and temporarily in HIV-positive patients. However, it is not clear whether this is superior to placebo in preventing the recurrence of candidiasis in HIV/AIDS. There is a need for more high quality, adequately powered, well-designed randomised controlled trials with long-term follow up to determine the optimal dosing regimen for this condition.",0.0,0.0,0.0,0.0
CD001903,,"There is insufficient evidence to support the routine use of topical oxideides to reduce the development of dental caries in children and adolescents. There is a need for more high quality, adequately powered, well-designed clinical trials with long-term follow-up to assess the effects of the various application of oxideides.",0.0,0.0,0.0,0.0
CD008562,,"There is some evidence that outreach visits alone or in combination with a training workshop reduced the use of targeted drugs in certain ethnic groups for the diagnosis of acute asthma, but there was no evidence that they may be beneficial for the management of this condition. There is insufficient evidence to support the effectiveness of outreach visits as a means to reduce the uptake of care for patients with acute asthma. More research is needed on the effectiveness and cost-effectiveness of outreach compared with usual care or usual care alone.",0.0,0.0,0.0,0.0
CD000407,,"There is insufficient evidence to support or refute the use of physical therapy for cardiovascular fitness in people with stroke. There is a need for more high quality, adequately powered, well-designed randomised controlled trials with adequate power to evaluate the benefits and harms of this intervention.",0.0,0.0,0.0,0.0
CD008691,,"Rhythm appears to reduce the risk of stroke or death in patients with non-malignant atrial fibrillation. However, it does not seem to offer any advantage over the rate-control therapy in terms of reducing the incidence of hospital admission or any other adverse event profile.",0.0,0.0,0.0,0.0
CD006591,,"There is no evidence to support the routine use of chemotherapy in the treatment of locally advanced head and neck cancer. There is a need for more high quality, adequately powered, well-designed RCTs with long-term follow up to determine the optimal dose and duration of chemotherapy.",0.0,0.0,0.0,0.0
CD001356,,"There is insufficient evidence to support the use of intraocular lidocaine as a supplement to topical anaesthesia for phacoemulsification surgery. There is some evidence that intraocular lidocaine is superior to placebo in preventing intraoperative pain during phacoemulsification, but there is no evidence that it improves satisfaction with the administration of topical anaesthesia. More research is needed on the long-term effectiveness and safety of these drugs.",0.0,0.0,0.0,0.0
CD004249,,The available evidence suggests that long-term antibiotic prophylaxis with ciprofloxacin is more effective than placebo for the prevention of bacterial peritonitis in patients with liver-negative bacilli levels (<15 g/L. Until is associated with a higher incidence of bacterial sepsis and gastrointestinal bleeding. Until should not be used outside randomised clinical trials.,0.0,0.0,0.0,0.0
CD005232,,"Oral zinc is effective in reducing the occurrence of visual loss in the short term in the age-related macular degeneration. There is insufficient evidence to support routine antioxidant supplementation to prevent the progression of the disease in patients with AMD. Further research is needed to assess the long-term effects of vitamin E, minerals, vitamins and minerals, and its use in the treatment of AMD.",0.0,0.0,0.0,0.0
CD005380,,"There is insufficient evidence to support the use of tranexamic acid as a supplement to reduce bleeding resulting immediately post-stroke from the end of spontaneous delivery and to reduce blood loss immediately post CS. There is no clear evidence that tranexamic acid has a beneficial effect on blood loss. Large, well designed randomised controlled trials with long-term follow up are necessary to determine whether tranexamic acid should be used for the prevention and treatment of blood loss after spontaneous delivery.",0.0,0.0,0.0,0.0
CD006254,,"There is some evidence that cervical cytology techniques are more effective than standard sampling techniques in terms of reducing the number of repeat smears required and the numbers of abnormal cytology. There is no clear evidence that the presence of endocervical cells in the form of cervical cytology is better than the cotton swab, but there is insufficient evidence to recommend the use of a memoryre. More research is needed on the significance of the superiority of different methods and the relationship between superiority and clinical outcomes.",0.0,0.0,0.0,0.0
CD003933,,"There is no evidence to support or refute the use of synthetic surfactant protein containing phospholipids for preventing the incidence of neonatal respiratory distress syndrome (RDS) and RDS, compared with animal-derived products. However, there is insufficient evidence to determine which synthetic protein is the most effective treatment for this group. Further well designed randomised controlled trials are needed to determine the optimal synthetic protein margin for the prevention and treatment of RDS in preterm infants.
[Note: The 12 citations in the awaiting classification section of the review may alter the conclusions of the original review once assessed.]",0.0,0.0,0.0,0.0
CD008445,,There is insufficient evidence to determine which method of treatment is the most appropriate for treating patients with low-risk prostatic cancer. Further randomised clinical trials with long term follow up are required.,0.0,0.0,0.0,0.0
CD007202,,"There is insufficient evidence from randomised controlled trials to support the use of laser and ultrasound for treating pressure ulcers. There is a need for well-designed, adequately powered, double-blind, placebo-controlled RCTs to address the efficacy of these interventions in the management of pressure ulcers in adults. A large scale methodologically rigorous randomised controlled trial is needed to assess the effectiveness of different types of laser versus no treatment.",0.0,0.0,0.0,0.0
CD006105,,"There is insufficient evidence to support or refute the use of oral pilocarpine as a treatment for the treatment of post-licic xerostomia in patients with head and neck cancer. There is no clear evidence that pilocarpine is an effective treatment for patients with non-specific radiation-induced xerostomia. However, this conclusion is limited by the small number of trials included in this review, small sample sizes and small numbers of participants.",0.0,0.0,0.0,0.0
CD006034,,There is no evidence to support the routine use of IV cyclosporine as a single treatment for patients with severe ulcerative colitis refractory to corticosteroids. There is a need for more randomized clinical trials with larger patient populations to evaluate the effects of this treatment.,0.0,0.0,0.0,0.0
CD005482,,"There is insufficient evidence from randomised controlled trials to determine which method of treatment is the most appropriate for severe NPSLE in adults. Further well-designed, adequately powered randomised clinical trials are required.",0.0,0.0,0.0,0.0
CD007857,,"This review provides some evidence that breastfeeding support for lactating mothers of preterm infants using the breast pump is more effective than the electric breast pump. However, there is insufficient evidence to determine which type of breastfeeding is the most effective and safe for lactating infants. Further research is needed to assess the benefits and harms associated with the choice of such intervention.",0.0,0.0,0.0,0.0
CD005060,,"Zinc supplementation with zinc, or with or without copper, is effective in reducing the incidence of symptomatic and secondary episodes of diarrhoea and pneumonia in children aged 6 to 12 months to young children. There is no evidence to suggest that zinc supplementation increases the risk of pneumonia or episodes of other respiratory tract infections, but further research is needed to determine whether the benefits are due to differences in zinc intake.",0.0,0.0,0.0,0.0
CD003797,,"There is no evidence that intramuscular morphine is an effective analgesic for postoperative pain relief after total knee replacement, but the clinical significance of this is unclear. There is a need for further high quality randomised controlled trials with long-term follow up to determine which patients are most likely to benefit from this technique.",0.0,0.0,0.0,0.0
CD002928,,"There is insufficient evidence to support or refute the use of surgery for patients with acute limb ischaemia. There is a need for more high quality, adequately powered, well-designed randomised controlled trials assessing the benefits and harms associated with surgery for these patients.
[Note: The four citations in the awaiting classification section of the review may alter the conclusions of the original review once assessed.]",0.0,0.0,0.0,0.0
CD000353,,"There is insufficient evidence to support the routine use of 5% albumin as a first-line treatment for hypotension in neonates. There is some evidence that the volume of the colloid infused is more effective than isotonic albumin in increasing hypotension in the first 48 hours of life and there is no evidence that it may be superior to the control for preventing hypotension. However, there is a need for further high quality randomised controlled trials with long-term follow up to assess the effect of different types of calcium infused on important short-term outcomes such as death, lung function, quality of life, mortality and morbidity.",0.0,0.0,0.0,0.0
CD001724,,"There is no direct comparison of treatment duration with terbinafine and griseofulvin for the treatment of tinea capitis. Terbinafine was significantly more effective than terbinafine at higher doses than griseofulvin. There was no evidence of a difference in the risk of adverse events between different methods of therapy. There is a need for further well designed, adequately powered randomised clinical trials with long-term follow up to determine the optimal dose and duration of treatment for tinea capitis in children.",0.0,0.0,0.0,0.0
CD004458,,"There is insufficient evidence to support the use of benzydamine hydrochloride spray as an effective post-tonsillectomy analgesic for reducing postoperative pain after tonsillectomy. There is a need for more high quality, adequately powered, well-designed and reported randomised controlled trials with adequate power to assess the effect of this intervention on postoperative pain.",0.0,0.0,0.0,0.0
CD006857,,There is insufficient evidence from randomised controlled trials to support the use of surgical fixation in adults with displaced fractures of the neck of the femur.,0.0,0.0,0.0,0.0
CD009209,,"There is some evidence that preoperative inpatient hospital stay with respect to hospital at home reduces the length of hospital stay after primary or secondary hip and knee replacement surgery, but there is no evidence that patients who cannot function at home may benefit from inpatient hospital care without compromising patient outcomes. There is a need for more high quality research in this area.",0.0,0.0,0.0,0.0
CD003710,,"There is no evidence to support the routine use of zinc supplementation for people with sickle cell disease. There is a need for more high quality, well-designed randomised clinical trials with low risk of bias to determine whether zinc is beneficial or harmful for the treatment of people with SCD.",0.0,0.0,0.0,0.0
CD002261,,"There is insufficient evidence to support or refute the use of any type of wound dressing for the treatment of foot ulcers. There is a need for more high quality, well-designed randomised controlled trials with long-term follow-up.",0.0,0.0,0.0,0.0
CD003745,,"There is insufficient evidence from randomised controlled trials to determine which methods of surgery are the most appropriate for treating middle-aged fractures of the humerus. There is a need for high quality, well-designed randomised clinical trials with long-term outcomes that compare different types of fixation, types of nail and intramedullary nails versus another forms of fixation.
[Note: The 23 citations in the awaiting classification section of the review may alter the conclusions drawn from the review once assessed.]",0.0,0.0,0.0,0.0
CD006344,,"There is no clear evidence that MTX is an effective treatment for disease activity in patients with rheumatoid arthritis. Leflunomide appears to be more effective than MTX at the expense of gastrointestinal symptoms, nausea and gastrointestinal side effects, and is associated with fewer side effects than MTX. There is a need for more high quality, adequately powered, well-designed trials that evaluate the efficacy of MTX in the treatment of patients with RA.",0.0,0.0,0.0,0.0
CD004029,,There is insufficient evidence from randomised controlled trials to support the routine use of biofeedback for the treatment of pain during childbirth.,0.0,0.0,0.0,0.0
CD010424,,"This review found no evidence to support the routine use of oral glatiramer acetate for the treatment of primary relapsing-remitting multiple sclerosis. There is a need for more high quality, well-designed randomised controlled trials with long-term follow up to determine which patients are most likely to benefit from this treatment.",0.0,0.0,0.0,0.0
